claim_id,provider,case_id,chart,section,claim_text,claim_type,operator,value_expected,period,evidence_span,verifiability,needs_human_review,verification_status,verification_reason,gt_source,gt_values_count,gt_category_count,gt_series_count,gt_min,gt_max,gt_mean,gt_median,gt_std_dev,matched_values
openai_00053_0011,openai,00053,health indicators by category (00053),relevant_patterns_trends_and_comparisons,Comparisons between different data series reveal interesting relationships,other,,,,Comparisons between different data series reveal interesting relationships,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,44.2,155.1,101.29,99.9,36.748921,
openai_00053_0012,openai,00053,health indicators by category (00053),essential_key_details,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",other,,,,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,44.2,155.1,101.29,99.9,36.748921,
openai_00056_0013,openai,00056,health indicators by category (00056),overview_and_main_message,This Column chart titled 'health indicators by category (00056)' presents data visualization for CASE_00056,value,,00056|00056,,This Column chart titled 'health indicators by category (00056)' presents data visualization for CASE_00056,high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",12,12,1,16.8,34.7,25.733333,25.7,5.872329,
openai_00056_0014,openai,00056,health indicators by category (00056),relevant_patterns_trends_and_comparisons,"Key trends indicate variations in the measured values, with some categories showing higher values than others",other,,,,"Key trends indicate variations in the measured values, with some categories showing higher values than others",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",12,12,1,16.8,34.7,25.733333,25.7,5.872329,
openai_00056_0015,openai,00056,health indicators by category (00056),relevant_patterns_trends_and_comparisons,Comparisons between different data series reveal interesting relationships,other,,,,Comparisons between different data series reveal interesting relationships,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",12,12,1,16.8,34.7,25.733333,25.7,5.872329,
openai_00056_0016,openai,00056,health indicators by category (00056),essential_key_details,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",other,,,,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",12,12,1,16.8,34.7,25.733333,25.7,5.872329,
openai_00073_0017,openai,00073,health indicators by category (00073),overview_and_main_message,This Column chart titled 'health indicators by category (00073)' presents data visualization for CASE_00073,value,,00073|00073,,This Column chart titled 'health indicators by category (00073)' presents data visualization for CASE_00073,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,73.0|73.0
openai_00073_0018,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,"Key trends indicate variations in the measured values, with some categories showing higher values than others",other,,,,"Key trends indicate variations in the measured values, with some categories showing higher values than others",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,
openai_00073_0019,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,Comparisons between different data series reveal interesting relationships,other,,,,Comparisons between different data series reveal interesting relationships,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,
openai_00073_0020,openai,00073,health indicators by category (00073),essential_key_details,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",other,,,,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,
openai_00074_0021,openai,00074,health indicators by category (00074),overview_and_main_message,This Column chart titled 'health indicators by category (00074)' presents data visualization for CASE_00074,value,,00074|00074,,This Column chart titled 'health indicators by category (00074)' presents data visualization for CASE_00074,high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,73.5,137.5,105.5,105.5,21.542207,
openai_00074_0022,openai,00074,health indicators by category (00074),relevant_patterns_trends_and_comparisons,"Key trends indicate variations in the measured values, with some categories showing higher values than others",other,,,,"Key trends indicate variations in the measured values, with some categories showing higher values than others",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,73.5,137.5,105.5,105.5,21.542207,
openai_00074_0023,openai,00074,health indicators by category (00074),relevant_patterns_trends_and_comparisons,Comparisons between different data series reveal interesting relationships,other,,,,Comparisons between different data series reveal interesting relationships,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,73.5,137.5,105.5,105.5,21.542207,
openai_00074_0024,openai,00074,health indicators by category (00074),essential_key_details,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",other,,,,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,73.5,137.5,105.5,105.5,21.542207,
openai_00082_0025,openai,00082,health indicators by category (00082),overview_and_main_message,This Column chart titled 'health indicators by category (00082)' presents data visualization for CASE_00082,value,,00082|00082,,This Column chart titled 'health indicators by category (00082)' presents data visualization for CASE_00082,high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,3,3,49.0,292.7,175.755556,170.6,89.39831,
openai_00082_0026,openai,00082,health indicators by category (00082),relevant_patterns_trends_and_comparisons,"Key trends indicate variations in the measured values, with some categories showing higher values than others",other,,,,"Key trends indicate variations in the measured values, with some categories showing higher values than others",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,3,3,49.0,292.7,175.755556,170.6,89.39831,
openai_00082_0027,openai,00082,health indicators by category (00082),relevant_patterns_trends_and_comparisons,Comparisons between different data series reveal interesting relationships,other,,,,Comparisons between different data series reveal interesting relationships,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,3,3,49.0,292.7,175.755556,170.6,89.39831,
openai_00082_0028,openai,00082,health indicators by category (00082),essential_key_details,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",other,,,,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",9,3,3,49.0,292.7,175.755556,170.6,89.39831,
openai_00090_0029,openai,00090,health indicators by category (00090),overview_and_main_message,This Column chart titled 'health indicators by category (00090)' presents data visualization for CASE_00090,value,,00090|00090,,This Column chart titled 'health indicators by category (00090)' presents data visualization for CASE_00090,high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",12,12,1,56.0,104.9,70.408333,61.1,17.792974,
openai_00090_0030,openai,00090,health indicators by category (00090),relevant_patterns_trends_and_comparisons,"Key trends indicate variations in the measured values, with some categories showing higher values than others",other,,,,"Key trends indicate variations in the measured values, with some categories showing higher values than others",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",12,12,1,56.0,104.9,70.408333,61.1,17.792974,
openai_00090_0031,openai,00090,health indicators by category (00090),relevant_patterns_trends_and_comparisons,Comparisons between different data series reveal interesting relationships,other,,,,Comparisons between different data series reveal interesting relationships,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",12,12,1,56.0,104.9,70.408333,61.1,17.792974,
openai_00090_0032,openai,00090,health indicators by category (00090),essential_key_details,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",other,,,,"Data points are distributed according to their respective categories, providing a comprehensive view of the underlying dataset",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",12,12,1,56.0,104.9,70.408333,61.1,17.792974,
