claim_id,provider,case_id,chart,section,claim_text,claim_type,operator,value_expected,period,evidence_span,verifiability,needs_human_review
openai_00022_0011,openai,00022,health indicators by category (00022),essential_key_details,The overall average across all 36 values is about 135.4 thousand patients,value,,36|135.4,,The overall average across all 36 values is about 135.4 thousand patients,high,False
openai_00022_0012,openai,00022,health indicators by category (00022),essential_key_details,"By series, the average values are 113.4 thousand for Resolved, 134.3 thousand for Under follow-up, and 158.4 thousand for Referred",value,,113.4|134.3|158.4,,"By series, the average values are 113.4 thousand for Resolved, 134.3 thousand for Under follow-up, and 158.4 thousand for Referred",high,False
openai_00022_0013,openai,00022,health indicators by category (00022),essential_key_details,"Their maximum values are 175.8, 209.3, and 230.8 thousand respectively, and their minimum values are 54.9, 58.3, and 93.2 thousand",extreme,max,175.8|209.3|230.8|54.9|58.3|93.2,,"Their maximum values are 175.8, 209.3, and 230.8 thousand respectively, and their minimum values are 54.9, 58.3, and 93.2 thousand",high,False
openai_00022_0014,openai,00022,health indicators by category (00022),essential_key_details,"By category, Primary care has the highest average across the three series at 205.3 thousand patients, while Cardiology has the lowest average at 68.8 thousand",extreme,max,205.3|68.8,,"By category, Primary care has the highest average across the three series at 205.3 thousand patients, while Cardiology has the lowest average at 68.8 thousand",high,False
openai_00022_0015,openai,00022,health indicators by category (00022),essential_key_details,This reinforces the chart’s main message of steadily lower health indicator values as the categories progress from Primary care to Cardiology,other,,,,This reinforces the chart’s main message of steadily lower health indicator values as the categories progress from Primary care to Cardiology,low,True
openai_00022_0016,openai,00022,health indicators by category (00022),overview_and_main_message,"This chart shows health indicators in thousands of patients across 12 healthcare categories, comparing three statuses: Resolved, Under follow-up, and Referred",value,,12,,"This chart shows health indicators in thousands of patients across 12 healthcare categories, comparing three statuses: Resolved, Under follow-up, and Referred",high,False
openai_00022_0017,openai,00022,health indicators by category (00022),overview_and_main_message,"The main message is that values generally decline from Primary care to Cardiology, and in every category the Referred group is highest, Under follow-up is in the middle, and Resolved is lowest",extreme,max,,,"The main message is that values generally decline from Primary care to Cardiology, and in every category the Referred group is highest, Under follow-up is in the middle, and Resolved is lowest",medium,True
openai_00022_0018,openai,00022,health indicators by category (00022),overview_and_main_message,"This indicates a consistent ranking of the three statuses across all categories, with the largest patient volumes concentrated in Primary care and Emergency and the smallest in Surgery and Cardiology",ranking,,,,"This indicates a consistent ranking of the three statuses across all categories, with the largest patient volumes concentrated in Primary care and Emergency and the smallest in Surgery and Cardiology",medium,True
openai_00022_0019,openai,00022,health indicators by category (00022),chart_structure,"The X axis represents the 12 categories: Primary care, Emergency, Hospitalization, Diagnosis, Rehabilitation, Mental health, Pharmacy, Oncology, Pediatrics, Geriatrics, Surgery, and Cardiology",value,,12,,"The X axis represents the 12 categories: Primary care, Emergency, Hospitalization, Diagnosis, Rehabilitation, Mental health, Pharmacy, Oncology, Pediatrics, Geriatrics, Surgery, and Cardiology",high,False
openai_00022_0020,openai,00022,health indicators by category (00022),chart_structure,"The Y axis represents the number of patients, measured in thousands of patients, ranging from 54.9 to 230.8",value,,54.9|230.8,,"The Y axis represents the number of patients, measured in thousands of patients, ranging from 54.9 to 230.8",high,False
openai_00022_0021,openai,00022,health indicators by category (00022),chart_structure,"For each category, three values are compared: Resolved, Under follow-up, and Referred",comparison,,,,"For each category, three values are compared: Resolved, Under follow-up, and Referred",medium,True
openai_00022_0022,openai,00022,health indicators by category (00022),relevant_patterns_trends_and_comparisons,Values are highest in Primary care and then generally decrease through the listed categories until reaching the lowest levels in Cardiology,extreme,max,,,Values are highest in Primary care and then generally decrease through the listed categories until reaching the lowest levels in Cardiology,medium,True
openai_00022_0023,openai,00022,health indicators by category (00022),relevant_patterns_trends_and_comparisons,The gap between categories is substantial,other,,,,The gap between categories is substantial,low,True
openai_00022_0024,openai,00022,health indicators by category (00022),relevant_patterns_trends_and_comparisons,"Categories such as Primary care, Emergency, and Hospitalization have much higher patient counts than Pediatrics, Geriatrics, Surgery, and Cardiology",other,,,,"Categories such as Primary care, Emergency, and Hospitalization have much higher patient counts than Pediatrics, Geriatrics, Surgery, and Cardiology",low,True
openai_00022_0025,openai,00022,health indicators by category (00022),relevant_patterns_trends_and_comparisons,"Category averages reinforce this contrast, from 205.3 thousand in Primary care down to 68.8 thousand in Cardiology",value,,205.3|68.8,,"Category averages reinforce this contrast, from 205.3 thousand in Primary care down to 68.8 thousand in Cardiology",high,False
openai_00022_0026,openai,00022,health indicators by category (00022),essential_key_details,The overall maximum value in the chart is 230.8 thousand patients for Referred in Primary care,extreme,max,230.8,,The overall maximum value in the chart is 230.8 thousand patients for Referred in Primary care,high,False
openai_00022_0027,openai,00022,health indicators by category (00022),essential_key_details,The overall minimum is 54.9 thousand patients for Resolved in Cardiology,extreme,min,54.9,,The overall minimum is 54.9 thousand patients for Resolved in Cardiology,high,False
openai_00022_0028,openai,00022,health indicators by category (00022),essential_key_details,"Across all 36 values, the average is 135.4 thousand patients",value,,36|135.4,,"Across all 36 values, the average is 135.4 thousand patients",high,False
openai_00022_0029,openai,00022,health indicators by category (00022),essential_key_details,"By series, Referred has the highest average at 158.4 thousand patients, Under follow-up averages 134.3 thousand, and Resolved has the lowest average at 113.4 thousand",extreme,max,158.4|134.3|113.4,,"By series, Referred has the highest average at 158.4 thousand patients, Under follow-up averages 134.3 thousand, and Resolved has the lowest average at 113.4 thousand",high,False
openai_00022_0030,openai,00022,health indicators by category (00022),essential_key_details,"Within categories, Primary care has the highest mean across its three statuses at 205.3 thousand, while Cardiology has the lowest mean at 68.8 thousand",extreme,max,205.3|68.8,,"Within categories, Primary care has the highest mean across its three statuses at 205.3 thousand, while Cardiology has the lowest mean at 68.8 thousand",high,False
openai_00047_0031,openai,00047,health indicators by category (00047),overview_and_main_message,"This clustered column chart shows health indicators by category, measured in thousands of patients",other,,,,"This clustered column chart shows health indicators by category, measured in thousands of patients",low,True
openai_00047_0032,openai,00047,health indicators by category (00047),overview_and_main_message,"Its purpose is to compare patient volumes across three healthcare service categories: Primary care, Emergency, and Hospitalization",other,,,,"Its purpose is to compare patient volumes across three healthcare service categories: Primary care, Emergency, and Hospitalization",low,True
openai_00047_0033,openai,00047,health indicators by category (00047),overview_and_main_message,"The main message is a clear upward progression across categories, with the number of patients increasing substantially from Primary care to Emergency and reaching the highest level in Hospitalization",extreme,max,,,"The main message is a clear upward progression across categories, with the number of patients increasing substantially from Primary care to Emergency and reaching the highest level in Hospitalization",medium,True
openai_00047_0034,openai,00047,health indicators by category (00047),chart_structure,"The Y-axis represents thousands of patients, ranging from 97.5 to 350.5",value,,97.5|350.5,,"The Y-axis represents thousands of patients, ranging from 97.5 to 350.5",high,False
openai_00047_0035,openai,00047,health indicators by category (00047),relevant_patterns_trends_and_comparisons,The chart shows a consistent increase in values across the three categories,trend,,,,The chart shows a consistent increase in values across the three categories,medium,True
openai_00047_0036,openai,00047,health indicators by category (00047),relevant_patterns_trends_and_comparisons,"Primary care has the lowest patient count, Emergency is notably higher, and Hospitalization is the highest",extreme,max,,,"Primary care has the lowest patient count, Emergency is notably higher, and Hospitalization is the highest",medium,True
openai_00047_0037,openai,00047,health indicators by category (00047),relevant_patterns_trends_and_comparisons,"The largest contrast is between Primary care and Hospitalization, indicating a difference of 253.0 thousand patients",value,,253.0,,"The largest contrast is between Primary care and Hospitalization, indicating a difference of 253.0 thousand patients",high,False
openai_00047_0038,openai,00047,health indicators by category (00047),relevant_patterns_trends_and_comparisons,"Overall variability is substantial relative to the average, showing that patient counts are not evenly distributed across categories but are concentrated more heavily in Hospitalization and, to a lesser extent, Emergency",other,,,,"Overall variability is substantial relative to the average, showing that patient counts are not evenly distributed across categories but are concentrated more heavily in Hospitalization and, to a lesser extent, Emergency",low,True
openai_00047_0039,openai,00047,health indicators by category (00047),essential_key_details,The minimum value is Primary care at 97.5 thousand patients,extreme,min,97.5,,The minimum value is Primary care at 97.5 thousand patients,high,False
openai_00047_0040,openai,00047,health indicators by category (00047),essential_key_details,The maximum value is Hospitalization at 350.5 thousand patients,extreme,max,350.5,,The maximum value is Hospitalization at 350.5 thousand patients,high,False
openai_00047_0041,openai,00047,health indicators by category (00047),essential_key_details,Emergency records 235.0 thousand patients,value,,235.0,,Emergency records 235.0 thousand patients,high,False
openai_00047_0042,openai,00047,health indicators by category (00047),essential_key_details,"Across all three categories, the average value is about 227.7 thousand patients, and the median is 235.0 thousand patients",value,,227.7|235.0,,"Across all three categories, the average value is about 227.7 thousand patients, and the median is 235.0 thousand patients",high,False
openai_00047_0043,openai,00047,health indicators by category (00047),essential_key_details,The total across categories is 683.0 thousand patients,value,,683.0,,The total across categories is 683.0 thousand patients,high,False
openai_00047_0044,openai,00047,health indicators by category (00047),essential_key_details,"The overall range is 253.0 thousand patients, reinforcing the strong gap between the lowest and highest categories",extreme,max,253.0,,"The overall range is 253.0 thousand patients, reinforcing the strong gap between the lowest and highest categories",high,False
openai_00047_0045,openai,00047,health indicators by category (00047),overview_and_main_message,"This clustered column chart shows health indicators by category, measured in thousands of patients",other,,,,"This clustered column chart shows health indicators by category, measured in thousands of patients",low,True
openai_00047_0046,openai,00047,health indicators by category (00047),overview_and_main_message,"Its purpose is to compare patient counts across three health service categories: Primary care, Emergency, and Hospitalization",other,,,,"Its purpose is to compare patient counts across three health service categories: Primary care, Emergency, and Hospitalization",low,True
openai_00047_0047,openai,00047,health indicators by category (00047),overview_and_main_message,"The main message is a clear upward progression across the categories, with the lowest value in Primary care and the highest in Hospitalization, indicating substantially greater patient volume in Hospitalization than in the other two categories",extreme,max,,,"The main message is a clear upward progression across the categories, with the lowest value in Primary care and the highest in Hospitalization, indicating substantially greater patient volume in Hospitalization than in the other two categories",medium,True
openai_00047_0048,openai,00047,health indicators by category (00047),chart_structure,The Y axis represents thousands of patients and spans from 97.5 to 350.5,value,,97.5|350.5,,The Y axis represents thousands of patients and spans from 97.5 to 350.5,high,False
openai_00047_0049,openai,00047,health indicators by category (00047),relevant_patterns_trends_and_comparisons,"The first key pattern is steady growth across the three categories: Primary care is 97.5 thousand patients, Emergency rises to 235.0 thousand, and Hospitalization reaches 350.5 thousand",ranking,,97.5|235.0|350.5,,"The first key pattern is steady growth across the three categories: Primary care is 97.5 thousand patients, Emergency rises to 235.0 thousand, and Hospitalization reaches 350.5 thousand",medium,True
openai_00047_0050,openai,00047,health indicators by category (00047),relevant_patterns_trends_and_comparisons,The second pattern is the strong contrast between the lowest and highest categories,extreme,max,,,The second pattern is the strong contrast between the lowest and highest categories,medium,True
openai_00047_0051,openai,00047,health indicators by category (00047),relevant_patterns_trends_and_comparisons,"Hospitalization exceeds Primary care by 253.0 thousand patients, showing a large spread across categories",value,>,253.0,,"Hospitalization exceeds Primary care by 253.0 thousand patients, showing a large spread across categories",high,False
openai_00047_0052,openai,00047,health indicators by category (00047),relevant_patterns_trends_and_comparisons,"The third pattern is that Emergency sits close to the middle of the distribution and matches the median value of 235.0 thousand patients, making it a useful reference point between the lower Primary care figure and the higher Hospitalization figure",ranking,,235.0,,"The third pattern is that Emergency sits close to the middle of the distribution and matches the median value of 235.0 thousand patients, making it a useful reference point between the lower Primary care figure and the higher Hospitalization figure",medium,True
openai_00047_0053,openai,00047,health indicators by category (00047),essential_key_details,The maximum value is Hospitalization at 350.5 thousand patients,extreme,max,350.5,,The maximum value is Hospitalization at 350.5 thousand patients,high,False
openai_00047_0054,openai,00047,health indicators by category (00047),essential_key_details,The minimum value is Primary care at 97.5 thousand patients,extreme,min,97.5,,The minimum value is Primary care at 97.5 thousand patients,high,False
openai_00047_0055,openai,00047,health indicators by category (00047),essential_key_details,"The average across all three categories is about 227.7 thousand patients, and the median is 235.0 thousand",value,,227.7|235.0,,"The average across all three categories is about 227.7 thousand patients, and the median is 235.0 thousand",high,False
openai_00047_0056,openai,00047,health indicators by category (00047),essential_key_details,The total across categories is 683.0 thousand patients,value,,683.0,,The total across categories is 683.0 thousand patients,high,False
openai_00047_0057,openai,00047,health indicators by category (00047),essential_key_details,"Overall variability is substantial, with a range of 253.0 thousand patients",value,,253.0,,"Overall variability is substantial, with a range of 253.0 thousand patients",high,False
openai_00053_0058,openai,00053,health indicators by category (00053),overview_and_main_message,"This chart shows health indicators by category, measured in thousands of patients",other,,,,"This chart shows health indicators by category, measured in thousands of patients",low,True
openai_00053_0059,openai,00053,health indicators by category (00053),overview_and_main_message,"Its main message is a clear ranking with steady growth across the ten categories: values rise consistently from Primary care to Geriatrics, indicating that Geriatrics, Pediatrics, Oncology, and Pharmacy have the largest patient totals, while Primary care and Emergency have the smallest",ranking,,,,"Its main message is a clear ranking with steady growth across the ten categories: values rise consistently from Primary care to Geriatrics, indicating that Geriatrics, Pediatrics, Oncology, and Pharmacy have the largest patient totals, while Primary care and Emergency have the smallest",medium,True
openai_00053_0060,openai,00053,health indicators by category (00053),chart_structure,The values shown range from 44.2 to 155.1 thousand patients,value,,44.2|155.1,,The values shown range from 44.2 to 155.1 thousand patients,high,False
openai_00053_0061,openai,00053,health indicators by category (00053),relevant_patterns_trends_and_comparisons,The strongest pattern is a monotonic increase across categories,trend,,,,The strongest pattern is a monotonic increase across categories,medium,True
openai_00053_0062,openai,00053,health indicators by category (00053),relevant_patterns_trends_and_comparisons,"Each category has a higher value than the one before it, so the chart functions as an ordered ranking from lowest to highest",extreme,max,,,"Each category has a higher value than the one before it, so the chart functions as an ordered ranking from lowest to highest",medium,True
openai_00053_0063,openai,00053,health indicators by category (00053),relevant_patterns_trends_and_comparisons,A second important pattern is the broad spread between the lowest and highest categories,extreme,max,,,A second important pattern is the broad spread between the lowest and highest categories,medium,True
openai_00053_0064,openai,00053,health indicators by category (00053),relevant_patterns_trends_and_comparisons,"The increase from Primary care at 44.2 thousand to Geriatrics at 155.1 thousand is 110.9 thousand patients, showing substantial variation across categories",trend,,44.2|155.1|110.9,,"The increase from Primary care at 44.2 thousand to Geriatrics at 155.1 thousand is 110.9 thousand patients, showing substantial variation across categories",medium,True
openai_00053_0065,openai,00053,health indicators by category (00053),relevant_patterns_trends_and_comparisons,A third pattern is that the upper end is concentrated in a few categories above the overall average,ranking,>,,,A third pattern is that the upper end is concentrated in a few categories above the overall average,medium,True
openai_00053_0066,openai,00053,health indicators by category (00053),relevant_patterns_trends_and_comparisons,"The mean value is 101.29 thousand patients, and the categories above this level are Mental health, Pharmacy, Oncology, Pediatrics, and Geriatrics, with Geriatrics the highest",extreme,max,101.29,,"The mean value is 101.29 thousand patients, and the categories above this level are Mental health, Pharmacy, Oncology, Pediatrics, and Geriatrics, with Geriatrics the highest",high,False
openai_00053_0067,openai,00053,health indicators by category (00053),essential_key_details,The maximum value is Geriatrics at 155.1 thousand patients,extreme,max,155.1,,The maximum value is Geriatrics at 155.1 thousand patients,high,False
openai_00053_0068,openai,00053,health indicators by category (00053),essential_key_details,The minimum value is Primary care at 44.2 thousand patients,extreme,min,44.2,,The minimum value is Primary care at 44.2 thousand patients,high,False
openai_00053_0069,openai,00053,health indicators by category (00053),essential_key_details,"The overall average across all categories is 101.29 thousand patients, and the median is 99.9 thousand",value,,101.29|99.9,,"The overall average across all categories is 101.29 thousand patients, and the median is 99.9 thousand",high,False
openai_00053_0070,openai,00053,health indicators by category (00053),essential_key_details,"The total across all categories is 1,012.9 thousand patients",value,,1.012|.9,,"The total across all categories is 1,012.9 thousand patients",high,False
openai_00056_0071,openai,00056,health indicators by category (00056),overview_and_main_message,"This chart shows health indicators by category, measured in thousands of patients, and its main message is that the values increase steadily across the listed health service categories",trend,,,,"This chart shows health indicators by category, measured in thousands of patients, and its main message is that the values increase steadily across the listed health service categories",medium,True
openai_00056_0072,openai,00056,health indicators by category (00056),overview_and_main_message,The chart is designed to help identify which category has the highest and lowest value and to compare the relative scale of patient counts across categories,extreme,max,,,The chart is designed to help identify which category has the highest and lowest value and to compare the relative scale of patient counts across categories,medium,True
openai_00056_0073,openai,00056,health indicators by category (00056),overview_and_main_message,"Cardiology has the highest value, while Primary care has the lowest, and the categories progress in a clear upward sequence with no reversals",extreme,max,,,"Cardiology has the highest value, while Primary care has the lowest, and the categories progress in a clear upward sequence with no reversals",medium,True
openai_00056_0074,openai,00056,health indicators by category (00056),chart_structure,"It compares 12 health categories: Primary care, Emergency, Hospitalization, Diagnosis, Rehabilitation, Mental health, Pharmacy, Oncology, Pediatrics, Geriatrics, Surgery, and Cardiology",value,,12,,"It compares 12 health categories: Primary care, Emergency, Hospitalization, Diagnosis, Rehabilitation, Mental health, Pharmacy, Oncology, Pediatrics, Geriatrics, Surgery, and Cardiology",high,False
openai_00056_0075,openai,00056,health indicators by category (00056),chart_structure,The X-axis represents Category and lists those 12 named health categories,value,,12,,The X-axis represents Category and lists those 12 named health categories,high,False
openai_00056_0076,openai,00056,health indicators by category (00056),chart_structure,The Y-axis represents thousands of patients and ranges from 16.8 to 34.7,value,,16.8|34.7,,The Y-axis represents thousands of patients and ranges from 16.8 to 34.7,high,False
openai_00056_0077,openai,00056,health indicators by category (00056),relevant_patterns_trends_and_comparisons,"The most important pattern is a consistent step-by-step increase from one category to the next, starting at 16.8 thousand patients for Primary care and ending at 34.7 thousand for Cardiology",trend,,16.8|34.7,,"The most important pattern is a consistent step-by-step increase from one category to the next, starting at 16.8 thousand patients for Primary care and ending at 34.7 thousand for Cardiology",medium,True
openai_00056_0078,openai,00056,health indicators by category (00056),relevant_patterns_trends_and_comparisons,A second key pattern is the clear separation between the lowest and highest categories,extreme,max,,,A second key pattern is the clear separation between the lowest and highest categories,medium,True
openai_00056_0079,openai,00056,health indicators by category (00056),relevant_patterns_trends_and_comparisons,"The total spread is 17.9 thousand patients, so the highest category is a little more than double the lowest in absolute difference terms, showing substantial variation across categories",extreme,max,17.9,,"The total spread is 17.9 thousand patients, so the highest category is a little more than double the lowest in absolute difference terms, showing substantial variation across categories",high,False
openai_00056_0080,openai,00056,health indicators by category (00056),relevant_patterns_trends_and_comparisons,A third useful comparison is that the middle of the distribution lies around the mid-20s,ranking,,2,,A third useful comparison is that the middle of the distribution lies around the mid-20s,medium,True
openai_00056_0081,openai,00056,health indicators by category (00056),relevant_patterns_trends_and_comparisons,"Categories below the overall average of 25.73 thousand patients run from Primary care through Mental health, while Pharmacy and all categories after it are above average",value,>,25.73,,"Categories below the overall average of 25.73 thousand patients run from Primary care through Mental health, while Pharmacy and all categories after it are above average",high,False
openai_00056_0082,openai,00056,health indicators by category (00056),essential_key_details,The maximum value is 34.7 thousand patients in Cardiology,extreme,max,34.7,,The maximum value is 34.7 thousand patients in Cardiology,high,False
openai_00056_0083,openai,00056,health indicators by category (00056),essential_key_details,The minimum value is 16.8 thousand patients in Primary care,extreme,min,16.8,,The minimum value is 16.8 thousand patients in Primary care,high,False
openai_00056_0084,openai,00056,health indicators by category (00056),essential_key_details,"The overall average is 25.73 thousand patients, and the median is 25.7 thousand, indicating that the dataset is centered near 26 thousand patients",value,,25.73|25.7|26,,"The overall average is 25.73 thousand patients, and the median is 25.7 thousand, indicating that the dataset is centered near 26 thousand patients",high,False
openai_00056_0085,openai,00056,health indicators by category (00056),essential_key_details,"The range is 17.9 thousand patients, and there are no reported outliers",value,,17.9,,"The range is 17.9 thousand patients, and there are no reported outliers",high,False
openai_00073_0086,openai,00073,health indicators by category (00073),overview_and_main_message,"This clustered column chart compares three health indicators across 12 healthcare categories, measured in thousands of patients",value,,12,,"This clustered column chart compares three health indicators across 12 healthcare categories, measured in thousands of patients",high,False
openai_00073_0087,openai,00073,health indicators by category (00073),overview_and_main_message,"Its purpose is to show health indicators by category and support ranking or comparison across services such as Primary care, Emergency, Hospitalization, and Cardiology",ranking,,,,"Its purpose is to show health indicators by category and support ranking or comparison across services such as Primary care, Emergency, Hospitalization, and Cardiology",medium,True
openai_00073_0088,openai,00073,health indicators by category (00073),overview_and_main_message,"The main message is that the same hierarchy appears consistently across all categories: “Referred” is always the highest indicator, “Under follow-up” is consistently in the middle, and “Resolved” is always the lowest",extreme,max,,,"The main message is that the same hierarchy appears consistently across all categories: “Referred” is always the highest indicator, “Under follow-up” is consistently in the middle, and “Resolved” is always the lowest",medium,True
openai_00073_0089,openai,00073,health indicators by category (00073),overview_and_main_message,"Differences between categories exist, but they are relatively small within each series",other,,,,"Differences between categories exist, but they are relatively small within each series",low,True
openai_00073_0090,openai,00073,health indicators by category (00073),chart_structure,"The variables represented are: - healthcare category - indicator series: Resolved, Under follow-up, and Referred - value in thousands of patients The X axis shows 12 categories: Primary care, Emergency, Hospitalization, Diagnosis, Rehabilitation, Mental health, Pharmacy, Oncology, Pediatrics, Geriatrics, Surgery, and Cardiology",value,,12,,"The variables represented are: - healthcare category - indicator series: Resolved, Under follow-up, and Referred - value in thousands of patients The X axis shows 12 categories: Primary care, Emergency, Hospitalization, Diagnosis, Rehabilitation, Mental health, Pharmacy, Oncology, Pediatrics, Geriatrics, Surgery, and Cardiology",high,False
openai_00073_0091,openai,00073,health indicators by category (00073),chart_structure,"The Y axis shows the number of patients in thousands, ranging from 57.7 to 88.7",value,,57.7|88.7,,"The Y axis shows the number of patients in thousands, ranging from 57.7 to 88.7",high,False
openai_00073_0092,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,"Resolved values cluster around about 60 thousand patients, Under follow-up around 71 thousand, and Referred around 85 thousand",value,,60|71|85,,"Resolved values cluster around about 60 thousand patients, Under follow-up around 71 thousand, and Referred around 85 thousand",high,False
openai_00073_0093,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,"The series averages confirm this separation: 59.8 for Resolved, 71.3 for Under follow-up, and 85.0 for Referred",value,,59.8|71.3|85.0,,"The series averages confirm this separation: 59.8 for Resolved, 71.3 for Under follow-up, and 85.0 for Referred",high,False
openai_00073_0094,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,"Resolved ranges only from 57.7 to 63.3, Under follow-up from 68.6 to 75.5, and Referred from 81.3 to 88.7",value,,57.7|63.3|68.6|75.5|81.3|88.7,,"Resolved ranges only from 57.7 to 63.3, Under follow-up from 68.6 to 75.5, and Referred from 81.3 to 88.7",high,False
openai_00073_0095,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,"This means category-to-category differences are present but not dramatic, matching the chart’s overall pattern of very close values",other,,,,"This means category-to-category differences are present but not dramatic, matching the chart’s overall pattern of very close values",low,True
openai_00073_0096,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,A third pattern is that some categories stand out slightly higher overall than others,ranking,,,,A third pattern is that some categories stand out slightly higher overall than others,medium,True
openai_00073_0097,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,"Oncology has the highest average across its three indicators at 74.2 thousand patients, while Primary care has the lowest category average at 69.8 thousand",extreme,max,74.2|69.8,,"Oncology has the highest average across its three indicators at 74.2 thousand patients, while Primary care has the lowest category average at 69.8 thousand",high,False
openai_00073_0098,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,Hospitalization and Cardiology also show relatively high overall levels because they contain some of the highest Referred values,extreme,max,,,Hospitalization and Cardiology also show relatively high overall levels because they contain some of the highest Referred values,medium,True
openai_00073_0099,openai,00073,health indicators by category (00073),essential_key_details,"Across the entire chart, the minimum value is 57.7 thousand patients for Surgery in the Resolved series, and the maximum value is 88.7 thousand for Hospitalization in the Referred series",extreme,max,57.7|88.7,,"Across the entire chart, the minimum value is 57.7 thousand patients for Surgery in the Resolved series, and the maximum value is 88.7 thousand for Hospitalization in the Referred series",high,False
openai_00073_0100,openai,00073,health indicators by category (00073),essential_key_details,The overall average across all 36 values is 72.0 thousand patients,value,,36|72.0,,The overall average across all 36 values is 72.0 thousand patients,high,False
openai_00073_0101,openai,00073,health indicators by category (00073),essential_key_details,"For the Resolved series, the highest value is 63.3 in Oncology and the lowest is 57.7 in Surgery, with an average of 59.8",extreme,max,63.3|57.7|59.8,,"For the Resolved series, the highest value is 63.3 in Oncology and the lowest is 57.7 in Surgery, with an average of 59.8",high,False
openai_00073_0102,openai,00073,health indicators by category (00073),essential_key_details,"For Under follow-up, the highest value is 75.5 in Mental health and the lowest is 68.6 in Hospitalization, with an average of 71.3",extreme,max,75.5|68.6|71.3,,"For Under follow-up, the highest value is 75.5 in Mental health and the lowest is 68.6 in Hospitalization, with an average of 71.3",high,False
openai_00073_0103,openai,00073,health indicators by category (00073),essential_key_details,"For Referred, the highest value is 88.7 in Hospitalization and the lowest is 81.3 in Diagnosis, with an average of 85.0",extreme,max,88.7|81.3|85.0,,"For Referred, the highest value is 88.7 in Hospitalization and the lowest is 81.3 in Diagnosis, with an average of 85.0",high,False
openai_00073_0104,openai,00073,health indicators by category (00073),essential_key_details,"At category level, Oncology has the highest mean across its three measures at 74.2, while Primary care has the lowest at 69.8",extreme,max,74.2|69.8,,"At category level, Oncology has the highest mean across its three measures at 74.2, while Primary care has the lowest at 69.8",high,False
